compound_id,inchikey,canonical_smiles,insecticidal_active,molecule_chembl_id,n_assay_records,n_active_records,n_inactive_records,best_pchembl,median_pchembl,assay_types,target_organisms,source,in_lifechem,in_curated_any
EXT_00742,WCGUUGGRBIKTOS-GPOJBZKASA-N,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,1,CHEMBL169,1,1,0,,,LD50,Spodoptera frugiperda,ChEMBL,False,False
EXT_00743,WCXDHFDTOYPNIE-RIYZIHGNSA-N,C/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,1,CHEMBL265941,3,3,0,8.14,8.08,"EC50,IC50,Ki","Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00745,WDOUSRDVKPFXSK-UHFFFAOYSA-N,CCCCCc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,1,CHEMBL2286446,1,1,0,6.49,6.49,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00746,WFFUDTYVTBFFSS-WOJGMQOQSA-N,CCO/N=C/COc1ccc(Oc2ccc(F)cc2)cc1,1,CHEMBL2271475,1,1,0,7.58,7.58,IC50,Culex pipiens,ChEMBL,False,False
EXT_00747,WGGARZSAXKSVFS-UHFFFAOYSA-N,COc1ccccc1NC(=S)NCCN(C)C,1,CHEMBL4064806,4,3,1,5.15,5.135,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00748,WHSOCKLJTZLZGU-UHFFFAOYSA-N,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Cl)nn1-c1ncccc1Cl,1,CHEMBL248580,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00749,WIFKLHLTMFBZJV-ARFHVFGLSA-N,Cc1cn([C@H]2C[C@H](n3cc(-c4ccc(Cl)c(Cl)c4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,1,CHEMBL1090868,1,1,0,6.0,6.0,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00751,WJLMZDWUGGHQEH-UHFFFAOYSA-N,N=C1SCCN1Cc1ccc(Cl)nc1,1,CHEMBL71046,2,2,0,6.89,6.795,"IC50,Ki",Drosophila melanogaster,ChEMBL,False,False
EXT_00753,WKFMHXZXCCJSJK-UHFFFAOYSA-N,C=CC(O)C#N,1,CHEMBL2271405,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00754,WKNRXGWDXDYGFR-UHFFFAOYSA-N,CCCC12COP(=S)(OC1)OC2C,1,CHEMBL2287386,1,1,0,6.0,6.0,IC50,Blattella germanica,ChEMBL,False,False
EXT_00758,WMMVFXUSYMACFO-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc(S(C)(=O)=O)cc1)C(=O)c1ccccc1Cl,1,CHEMBL2287463,1,1,0,5.54,5.54,IC50,Spodoptera frugiperda,ChEMBL,False,False
EXT_00759,WMRMVQPCEGWFLZ-UHFFFAOYSA-N,N#C/N=C1/NCCN(Cc2ccc(Cl)nc2)C1=O,1,CHEMBL2272695,1,1,0,6.36,6.36,Ki,Musca domestica,ChEMBL,False,False
EXT_00761,WNFPFXIAVMZVSR-UHFFFAOYSA-N,CCCCN(CC)C(=S)S,1,CHEMBL2023723,2,2,0,7.98,7.82,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00763,WODATDPNMUWSHD-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,1,CHEMBL7146,1,1,0,7.33,7.33,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00764,WOIILRVWZKRYED-CPNJWEJPSA-N,CCO/N=C/CCOc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271786,1,1,0,8.76,8.76,IC50,Culex pipiens,ChEMBL,False,False
EXT_00765,WOIXKKFSAFGYOT-WOJGMQOQSA-N,CCO/N=C/COc1ccc(Oc2ccc(Cl)cc2)cc1,1,CHEMBL2271476,1,1,0,7.26,7.26,IC50,Culex pipiens,ChEMBL,False,False
EXT_00767,WRHNDJITRHOSBE-ZDSKVHJSSA-N,O=[N+]([O-])/N=C1/N(CCOCCN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])CCN1Cc1ccc(Cl)nc1,1,CHEMBL2252496,1,1,0,6.28,6.28,Ki,Musca domestica,ChEMBL,False,False
EXT_00768,WRPAWPNWNSQSDF-UHFFFAOYSA-N,COc1ccccc1C1SCC(=O)N1CCCN(C)C,1,CHEMBL5419417,1,1,0,5.6,5.6,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00769,WSKGRAGZAQRSED-SLFFLAALSA-N,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CO)CCC[C@]21C,1,CHEMBL12799,1,1,0,,,LD50,Spodoptera frugiperda,ChEMBL,False,False
EXT_00770,WTBVRUDVERRJSI-SZNDQCEHSA-N,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1ccc(Cl)cc1,1,CHEMBL58297,1,1,0,6.19,6.19,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00771,WTBVRUDVERRJSI-UHFFFAOYSA-N,CC1CC(Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1ccc(Cl)cc1,1,CHEMBL2286418,2,1,1,6.19,5.205,EC50,"Aedes aegypti,Spodoptera littoralis",ChEMBL,False,False
EXT_00772,WVAWYQVBEMVBSU-UHFFFAOYSA-N,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1ccc(C(F)(F)F)nc1C,1,CHEMBL372948,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00773,WVTHKGZASIXDOJ-UHFFFAOYSA-N,CCCCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2Cl)C(C)(C)C)cc1,1,CHEMBL2286439,1,1,0,5.95,5.95,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00774,WVTVIPKMBHMUGA-UHFFFAOYSA-N,CN(C)CCCN1C(=O)CSC1c1ccccc1Cl,1,CHEMBL5403260,2,2,0,5.27,5.18,"IC50,Ki",Anopheles gambiae,ChEMBL,False,False
EXT_00775,WWFFMUFUVAQRMJ-UHFFFAOYSA-N,Cc1cc(C)cc(C(=O)C2(NC(=O)c3ccc4c(c3C)CCCO4)CCCCC2)c1,1,CHEMBL2286448,1,1,0,8.47,8.47,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00776,WWJZWCUNLNYYAU-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1,CHEMBL1355821,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00779,WWMWBLWTLDFTOG-ARFHVFGLSA-N,Cc1cn([C@H]2C[C@H](n3cc(-c4ccc(Cl)cc4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,1,CHEMBL1089867,1,1,0,5.75,5.75,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00780,WXCVDEUJZBRYIT-DOKLQMRDSA-N,CC[C@H](O)C[C@@]12[C@@H]3C[C@H]4[C@H]5[C@H](C)/C(=C6/OC(=O)C(C)=C6OC)O[C@]5(O3)[C@H]1CCN42,1,CHEMBL491987,2,2,0,,,LC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00781,XAEWOZAUXHGARZ-KGENOOAVSA-N,C(\COc1ccc(Cc2ccccc2)cc1)=N/OC1CCCC1,1,CHEMBL2268518,1,1,0,8.1,8.1,IC50,Culex pipiens,ChEMBL,False,False
EXT_00782,XAZQUPBUJONHAF-UHFFFAOYSA-N,CC(C)(C)c1cccc(C(=O)C(F)(F)F)c1,1,CHEMBL89354,2,2,0,7.74,7.505,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00784,XCDUUGYZODDUMD-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(CCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2CO)cc1,1,CHEMBL2324864,1,1,0,8.21,8.21,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00786,XCXLLORXFJGAGE-CPNJWEJPSA-N,CCO/N=C/COc1ccc(Oc2ccc(OCC)cc2)cc1,1,CHEMBL2271474,1,1,0,6.86,6.86,IC50,Culex pipiens,ChEMBL,False,False
EXT_00788,XFHOWYMIURYWDJ-UHFFFAOYSA-N,CC(C)COCCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271774,1,1,0,8.08,8.08,IC50,Culex pipiens,ChEMBL,False,False
EXT_00789,XFOAZOPAGIZIHX-UHFFFAOYSA-N,CN(C(=S)S)c1ccccc1,1,CHEMBL2023725,2,2,0,8.23,7.7,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00790,XGJSRGFOFWKZER-WOJGMQOQSA-N,CC/C=N/OCCOc1ccc(CC(CC)CC)cc1,1,CHEMBL2272187,1,1,0,9.88,9.88,IC50,Culex pipiens,ChEMBL,False,False
EXT_00791,XGZDCBGAMNLKSW-UHFFFAOYSA-N,CCSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCN(Cc1ccccc1)C3,1,CHEMBL577016,1,1,0,5.08,5.08,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00792,XHSCUNLSQOGSPA-WOJGMQOQSA-N,CC(C)O/N=C/CCOc1ccc(CC(C)(C)C)cc1,1,CHEMBL2272171,1,1,0,10.03,10.03,IC50,Culex pipiens,ChEMBL,False,False
EXT_00794,XISHXFCLWJLQNX-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCC(C)OC(=O)N(C)C(C)C)cc1,1,CHEMBL2272159,1,1,0,8.25,8.25,IC50,Culex pipiens,ChEMBL,False,False
EXT_00795,XLSVHXBAFPMFTL-SZNDQCEHSA-N,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1ccc(C(F)(F)F)cc1,1,CHEMBL58694,1,1,0,6.04,6.04,EC50,Aedes aegypti,ChEMBL,False,False
EXT_00797,XNMRXBUOPWDAFP-UHFFFAOYSA-N,N#Cc1cc(CN2CCN/C2=N\[N+](=O)[O-])cnc1Cl,1,CHEMBL2287961,1,1,0,6.07,6.07,IC50,Musca domestica,ChEMBL,False,False
EXT_00798,XNUWGEPKIOWLHQ-KQYNXQAPSA-N,CC/C=C/[C@@]12[C@@H]3C[C@H]4[C@H]5[C@H](C)/C(=C6/OC(=O)C(C)=C6OC)O[C@]5(O3)[C@@H]1CCN42,1,CHEMBL1807141,2,2,0,,,LC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00802,XPJUOKKHAANAGZ-UHFFFAOYSA-N,Cc1cc(Cl)cc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,1,CHEMBL199017,4,4,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00803,XPNCXPSNYPZARP-UHFFFAOYSA-N,CCCCOCCOc1ccc(OC(CC)CC)cc1,1,CHEMBL2272144,1,1,0,5.49,5.49,IC50,Culex pipiens,ChEMBL,False,False
EXT_00806,XVGIYJFMSOEXKP-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc(I)cc1)C(=O)c1ccccc1Cl,1,CHEMBL2286946,2,2,0,7.3,6.225,"EC50,IC50","Drosophila melanogaster,Spodoptera frugiperda",ChEMBL,False,False
EXT_00808,XXPFMWLCLXVIGS-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCC(C)OC(=O)NC)cc1,1,CHEMBL2272162,1,1,0,7.11,7.11,IC50,Culex pipiens,ChEMBL,False,False
EXT_00809,XYKDBVSVTYPSCQ-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccccc1Cl)C(=O)c1ccccc1Cl,1,CHEMBL2286743,2,1,1,5.59,5.59,EC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00813,YAPZONGWUNHYFV-UHFFFAOYSA-N,CC(C)COCCCOc1ccc(CC(C)(C)C)cc1,1,CHEMBL2272176,1,1,0,9.43,9.43,IC50,Culex pipiens,ChEMBL,False,False
EXT_00815,YCCGSNINHZTAKE-VCHYOVAHSA-N,CCO/N=C/COc1ccc(Oc2cccc(Cl)c2)cc1,1,CHEMBL2271804,1,1,0,8.12,8.12,IC50,Culex pipiens,ChEMBL,False,False
EXT_00816,YECLWZGOXPAQBL-WVMMTVHUSA-N,O=[N+]([O-])/N=C1/N(Cc2ccc(CN3CCN(Cc4ccc(Cl)nc4)/C3=N\[N+](=O)[O-])cc2)CCN1Cc1ccc(Cl)nc1,1,CHEMBL447459,1,1,0,5.64,5.64,Ki,Musca domestica,ChEMBL,False,False
EXT_00818,YENFJUFFMMZNKJ-UHFFFAOYSA-N,CNC(=O)c1cc(I)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,1,CHEMBL398660,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00819,YFVCPZNXOVONEK-UHFFFAOYSA-N,CCCOCCCOc1ccc(CC(C)(C)C)cc1,1,CHEMBL2272173,1,1,0,8.01,8.01,IC50,Culex pipiens,ChEMBL,False,False
EXT_00820,YIIUPUWFCBAYMU-ARFHVFGLSA-N,Cc1cn([C@H]2C[C@H](n3cc(-c4ccccc4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,1,CHEMBL1090132,1,1,0,5.66,5.66,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00822,YJKWFOWTUKOVGQ-UHFFFAOYSA-N,CN(C)CCCN1C(=O)CSC1c1ccc(F)cc1,1,CHEMBL1202939,2,2,0,6.14,6.115,"IC50,Ki",Anopheles gambiae,ChEMBL,False,False
EXT_00823,YJXDGWUNRYLINJ-BHAPSIHVSA-N,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]21C,1,CHEMBL465226,2,2,0,,,"LC50,LD50",Spodoptera frugiperda,ChEMBL,False,False
EXT_00824,YKBZOVFACRVRJN-UHFFFAOYSA-N,CN/C(=N/CC1CCOC1)N[N+](=O)[O-],1,CHEMBL2228155,1,1,0,5.3,5.3,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00825,YKKKEUIXOGAMSZ-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCN(C)C(=O)OC(C)C)cc1,1,CHEMBL2272165,1,1,0,7.86,7.86,IC50,Culex pipiens,ChEMBL,False,False
EXT_00826,YNUNGJGJSCJWCT-XDHOZWIPSA-N,CCCO/N=C/COc1ccc(Cc2ccccc2)cc1,1,CHEMBL2271776,1,1,0,7.97,7.97,IC50,Culex pipiens,ChEMBL,False,False
EXT_00827,YOKQIZKUAKALCR-UHFFFAOYSA-N,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ccccc1Cl,1,CHEMBL381903,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00830,YQIXJNDJDBFLQK-UHFFFAOYSA-N,CCC(CC)Cc1ccc(OCCCNOC(C)C)cc1,1,CHEMBL2272191,1,1,0,8.97,8.97,IC50,Culex pipiens,ChEMBL,False,False
EXT_00831,YRRSROCUIGCSJO-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCCCCCCN1C(=O)c2ccccc2C1=O,1,CHEMBL2252851,2,2,0,5.74,5.71,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00832,YSZNONLNIIELSQ-GVDBMIGSSA-N,Cc1cn([C@H]2C[C@H](n3cc(Cc4ccccc4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,1,CHEMBL1090133,1,1,0,5.41,5.41,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00833,YTPCHPWJAWCIKQ-UHFFFAOYSA-N,CC(C)COCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2272150,1,1,0,9.73,9.73,IC50,Culex pipiens,ChEMBL,False,False
EXT_00834,YTXREVZAOHNBNN-UHFFFAOYSA-N,COC(=O)CCc1cc(-c2ccccc2)no1,1,CHEMBL2442686,1,1,0,,,LC50,Aedes aegypti,ChEMBL,False,False
EXT_00836,YVAIPWQNMHDDIV-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1cccc(Cl)c1)C(=O)c1ccccc1Cl,1,CHEMBL2286425,3,2,1,5.92,5.77,EC50,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL,False,False
EXT_00838,YWTYJOPNNQFBPC-UHFFFAOYSA-N,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,1,CHEMBL406819,12,12,0,8.68,8.34,"EC50,IC50,Ki","Drosophila melanogaster,Musca domestica",ChEMBL,False,False
EXT_00841,YYGHBQVPXHKCRO-UHFFFAOYSA-N,CCC(CC)n1cc(C(=O)C(F)(F)F)cn1,1,CHEMBL3623551,2,2,0,9.17,8.865,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00842,YZEILLAXYWDWPG-UHFFFAOYSA-N,Cc1cc(C(F)(F)F)cc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,1,CHEMBL399903,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00844,ZAIDIVBQUMFXEC-UHFFFAOYSA-N,CC=C(Cl)Cl,1,CHEMBL1595845,1,1,0,,,LC50,Musca domestica,ChEMBL,False,False
EXT_00845,ZBQWVEUKXDFNIY-UDWIEESQSA-N,CCO/N=C/COc1ccc(Oc2c(C)ccc(C)c2C)cc1,1,CHEMBL2271769,1,1,0,5.68,5.68,IC50,Culex pipiens,ChEMBL,False,False
EXT_00847,ZDTAUHDUCQQJIG-UHFFFAOYSA-N,CC(C)CS(=O)(=O)c1cccc(OS(C)(=O)=O)c1,1,CHEMBL2286259,1,1,0,6.43,6.43,IC50,Musca domestica,ChEMBL,False,False
EXT_00848,ZEFWSVGJXLIDFU-UHFFFAOYSA-N,CCCOCC(C)COc1ccc(Oc2ccccc2)cc1,1,CHEMBL2272153,1,1,0,8.3,8.3,IC50,Culex pipiens,ChEMBL,False,False
EXT_00849,ZEJBFNGTHUVPDA-XDHOZWIPSA-N,CCO/N=C/COc1ccc(Oc2cccc(C)c2C)cc1,1,CHEMBL2271766,1,1,0,7.9,7.9,IC50,Culex pipiens,ChEMBL,False,False
EXT_00850,ZESHJUIZOWZVPB-UHFFFAOYSA-N,CCCc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,1,CHEMBL2286427,3,3,0,7.64,7.13,"EC50,IC50","Drosophila melanogaster,Spodoptera frugiperda,Spodoptera littoralis",ChEMBL,False,False
EXT_00851,ZESOBAMYQKHMED-UHFFFAOYSA-N,CCCCNCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271818,1,1,0,6.88,6.88,IC50,Culex pipiens,ChEMBL,False,False
EXT_00853,ZGNITFSDLCMLGI-UHFFFAOYSA-N,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,1,CHEMBL563789,1,1,0,,,LC50,Plutella xylostella,ChEMBL,False,False
EXT_00855,ZGTOBXPHEGBCOS-UHFFFAOYSA-N,CC(=O)c1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,1,CHEMBL2286463,1,1,0,6.37,6.37,IC50,Spodoptera frugiperda,ChEMBL,False,False
EXT_00856,ZGVKFTJPNGNDNQ-MHWRWJLKSA-N,CCO/N=C/CCOc1ccc(CC(C)C)cc1,1,CHEMBL2272179,1,1,0,8.29,8.29,IC50,Culex pipiens,ChEMBL,False,False
EXT_00857,ZGYPZKIKCFSIME-UHFFFAOYSA-N,CCNCCCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2271817,1,1,0,8.34,8.34,IC50,Culex pipiens,ChEMBL,False,False
EXT_00858,ZHDRYZUBXGVWLJ-UHFFFAOYSA-N,FC1(F)Cc2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2C1,1,CHEMBL205569,1,1,0,6.7,6.7,IC50,Musca domestica,ChEMBL,False,False
EXT_00860,ZIXLQHZCSCBWFZ-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1Cl,1,CHEMBL2228435,2,2,0,7.08,6.075,"EC50,IC50","Drosophila melanogaster,Spodoptera frugiperda",ChEMBL,False,False
EXT_00861,ZJLNEJARVJZSHY-UHFFFAOYSA-N,NS(=O)(=O)c1cc(Cl)cc(Cl)c1O,1,CHEMBL2324869,1,1,0,5.19,5.19,Ki,Anopheles gambiae,ChEMBL,False,False
EXT_00862,ZJOWBUQITMZDKJ-UHFFFAOYSA-N,CCc1ccc(C(=O)NN(C(=O)c2ccccc2)C(C)(C)C)cc1,1,CHEMBL2286431,2,2,0,6.96,6.109999999999999,EC50,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL,False,False
EXT_00863,ZMANZCXQSJIPKH-UHFFFAOYSA-N,CCN(CC)CC,1,CHEMBL2334360,6,6,0,9.3,7.57,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00865,ZNCYBYUHILEHAA-UHFFFAOYSA-N,CCCOCCCOc1ccc(Cc2ccccc2)cc1,1,CHEMBL2272156,1,1,0,9.18,9.18,IC50,Culex pipiens,ChEMBL,False,False
EXT_00866,ZNYFOVSQSAVTHE-UHFFFAOYSA-N,C/N=C(\NCc1cnc(Cl)c(N=[N+]=[N-])c1)N[N+](=O)[O-],1,CHEMBL149660,1,1,0,7.89,7.89,Ki,Drosophila melanogaster,ChEMBL,False,False
EXT_00867,ZOCALJCNEUANCJ-UHFFFAOYSA-N,CCOc1ccccc1C(=O)N(NC(=O)c1ccc(Cl)cc1)C(C)(C)C,1,CHEMBL2286435,1,1,0,5.02,5.02,EC50,Spodoptera littoralis,ChEMBL,False,False
EXT_00868,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,1,CHEMBL101326,1,1,0,8.64,8.64,IC50,Musca domestica,ChEMBL,False,False
EXT_00870,ZPMJMWIXTWONEW-UHFFFAOYSA-N,CCCOC(C)CCOc1ccc(Oc2ccccc2)cc1,1,CHEMBL2272152,1,1,0,9.6,9.6,IC50,Culex pipiens,ChEMBL,False,False
EXT_00872,ZQWXQVGEFHMWBM-UHFFFAOYSA-N,Cc1cc(CN2CCN/C2=N\[N+](=O)[O-])cnc1Cl,1,CHEMBL2287954,1,1,0,6.5,6.5,IC50,Musca domestica,ChEMBL,False,False
EXT_00873,ZRDFCDGVKGMYOD-UHFFFAOYSA-N,COc1ccc(-c2ccc(OCC(=O)NCCCN3CCCCC3)cc2)cc1,1,CHEMBL4290992,3,3,0,5.41,5.35,IC50,"Aedes aegypti,Anopheles gambiae",ChEMBL,False,False
EXT_00874,ZRDWAFJNMTVKIX-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc(Br)cc1)C(=O)c1ccccc1Cl,1,CHEMBL2286426,4,4,0,7.69,5.955,"EC50,IC50","Drosophila melanogaster,Spodoptera frugiperda,Spodoptera littoralis",ChEMBL,False,False
EXT_00876,ZSYAVZSUKTVVLJ-UHFFFAOYSA-N,Cc1cc(Br)cc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,1,CHEMBL398818,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,False
EXT_00877,ZTKWGESWIBSOPZ-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCCCSP(=O)(OCC)OCC,1,CHEMBL2252840,2,1,1,5.09,5.09,IC50,"Drosophila melanogaster,Musca domestica",ChEMBL,False,False
REP_00005,KAATUXNTWXVJKI-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,CHEMBL373204,2,2,0,,,LC50,"Plutella xylostella,Spodoptera frugiperda",ChEMBL,False,True
REP_00011,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1,CHEMBL1525,2,2,0,,,LC50,Culex quinquefasciatus,ChEMBL,False,True
EXT_00002,AASAYAXVIVGERS-UHFFFAOYSA-N,COP1(=S)NCC(c2ccc(-c3ccccc3)cc2)O1,0,CHEMBL2289017,1,0,1,,,IC50,Tribolium castaneum,ChEMBL,False,False
EXT_00004,AAWRCBWYNSEVTD-UEUMJKGWSA-N,O=[N+]([O-])/N=C1/N(CCCOCCCN2CCN(Cc3ccc(Cl)nc3)/C2=N/[N+](=O)[O-])CCN1Cc1ccc(Cl)nc1,0,CHEMBL2286696,1,0,1,4.14,4.14,IC50,Musca domestica,ChEMBL,False,False
EXT_00019,APJQUZJJYBHJSQ-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(NC(=S)NCCN2CCCCC2)cc1,0,CHEMBL4079963,2,1,1,5.11,4.795,IC50,Anopheles gambiae,ChEMBL,False,False
EXT_00020,APOKGGYUGXMFNF-UHFFFAOYSA-N,CCCCCCOCC(C)=O,0,CHEMBL153556,1,0,1,,,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00021,APOKTNFWHFJVHX-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccccc1I,0,CHEMBL2286738,2,1,1,5.92,4.98,EC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00026,ATYSQAZWBVZWSB-UHFFFAOYSA-N,CCCCCC[Se](=O)CC(C)=O,0,CHEMBL152225,1,0,1,4.45,4.45,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00029,AWSGRGMUUJQCOH-WDVHKUKPSA-N,CC(C)(C)OC(=O)NCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(/C=C/Br)c(=O)[nH]c1=O,0,CHEMBL240510,1,0,1,4.11,4.11,IC50,Drosophila melanogaster,ChEMBL,False,False
EXT_00031,AYEAUPRZTZWBBF-UHFFFAOYSA-N,C/C(=N\C#N)NCc1ccc(Cl)nc1,0,CHEMBL2287444,1,0,1,,,EC50,Musca domestica,ChEMBL,False,False
EXT_00034,BAGKOBAZPHKDPG-SWMYPXFDSA-N,O=[N+]([O-])/N=C1\N(CCCCCCCCCCN2CCN(Cc3ccc(Cl)nc3)/C2=N/[N+](=O)[O-])CCN1Cc1ccc(Cl)nc1,0,CHEMBL2271617,1,0,1,4.57,4.57,IC50,Musca domestica,ChEMBL,False,False
EXT_00035,BBPAPSVFSDRUHU-UHFFFAOYSA-N,CC(C)CSc1cccc(OS(C)(=O)=O)n1,0,CHEMBL2286245,1,0,1,,,IC50,Musca domestica,ChEMBL,False,False
EXT_00036,BCZDQSFUMAUKCC-UHFFFAOYSA-N,CN(C)CCCN1C(=O)CSC1c1ccccc1F,0,CHEMBL5404393,1,0,1,4.64,4.64,IC50,Anopheles gambiae,ChEMBL,False,False
